family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Киселевъ,Василій,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e011,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Максимовъ,Александръ,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e012,linked,1898-99–1899-00,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1899-00 -- linked on that basis
Обуховъ,Михаилъ,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e013,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Огневъ,Сергѣй,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e014,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Осиповъ,Сергѣй,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e015,linked,1898-99–1903-04,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1903-04 -- linked on that basis
Смирновъ,Павелъ,,1897-98,St. Petersburg,1898-05-01,,report_per_row,BalletArtists roster consistently shows ['1898-06-01'] instead of the Report's 1898-05-01 -- text-level match to the same May-vs-June pattern confirmed on the 1896-97 cohort's page; this specific page image not independently re-viewed. See docs/eval/source_document_anomalies.md.,graduates_1897-98_p001__e016,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-05-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Ѳокинъ,Михаилъ,,1897-98,St. Petersburg,1898-05-01,,report_per_row,,graduates_1897-98_p001__e017,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Денисова,Вѣра,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e001,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Домашева,Анна,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e002,linked,1898-99–1899-00,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1899-00 -- linked on that basis
Клинникова,Анастасія,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e003,linked,1904-05–1905-06,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1904-05–1905-06 -- linked on that basis
Лебедева,Клавдія,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e004,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Некрасова,Анна,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e005,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Парикова,Зинаида,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e006,linked,1898-99–1907-08,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis
Ѳедорова,Екатерина,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e007,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Голубинъ,Дмитрій,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e008,linked,1898-99–1906-07,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1906-07 -- linked on that basis
Дмитріевъ,Дмитрій,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e009,linked,1898-99–1901-02,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1901-02 -- linked on that basis
Дьякъ,Иванъ,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e010,linked,1898-99–1907-08,"Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1898-09-01, 1903-09-23 -- e.g. a departure and later re-enrollment, not a different person.)"
Кузнецовъ,Владиміръ,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e011,linked,1898-99–1906-07,"Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1906-07 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Лукьяновъ,Николай,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e012,linked,1899-00–1907-08,"Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Никитинъ,Анатолій,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e013,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Николаевъ,Борисъ,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e014,linked,1898-99–1907-08,"Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1898-09-01, 1902-03-16 -- e.g. a departure and later re-enrollment, not a different person.)"
Рябцовъ,Владиміръ,,1897-98,Moscow,1898-09-01,Moscow,report_per_row,,graduates_1897-98_p002__e015,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1898-09-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Андріанова,Лариса,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e001,linked,1900-01–1901-02,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1900-01–1901-02 -- linked on that basis
Берестовская,Ольга,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e002,linked,1899-00–1902-03,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1902-03 -- linked on that basis
Бурмистрова,Екатерина,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e003,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Бѣлинская,Станислава,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e004,linked,1899-00–1904-05,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1904-05 -- linked on that basis
Локтіонова,Татьяна,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e005,linked,1899-00–1903-04,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1903-04 -- linked on that basis
Макарова,Елена,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e006,linked,1899-00–1906-07,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1906-07 -- linked on that basis
Павлова,Анна,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e007,linked,1900-01–1906-07,"Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1900-01–1906-07 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Петипа,Любовь,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e008,linked,1900-01,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1900-01 -- linked on that basis
Петропавловская,Людмила,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e009,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Барышистовъ,Александръ,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e010,linked,1899-00–1903-04,"Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1903-04 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Ивановъ,Иванъ,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e011,linked,1903-04,"Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1903-04 -- linked on that basis, even though 2 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Ивановъ,Константинъ,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e012,linked,1903-04,"Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1903-04 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Стуколкинъ,Василій,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e013,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Улановъ,Сергѣй,,1898-99,St. Petersburg,1899-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1899 года въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1898-99_p000__e014,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-06-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Бурина,Клавдія,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e001,linked,1899-00–1901-02,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1901-02 -- linked on that basis
Голубина,Марія,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e002,linked,1899-00–1906-07,"Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1906-07 -- linked on that basis, even though 2 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Токарева,Фелисата,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e003,linked,1900-01–1904-05,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1900-01–1904-05 -- linked on that basis
Хоцевичъ,Елена,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e004,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Чичелева,Елизавета,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e005,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Ѳедорова,Софья,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e006,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Костровской,Михаилъ,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e007,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Морозовъ,Сергѣй,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e008,linked,1899-00–1904-05,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1904-05 -- linked on that basis
Семеновъ,Николай,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e009,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Тарасовъ,Иванъ,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e010,linked,1899-00–1907-08,Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis
Сигуля,Александръ,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e011,linked,1899-00–1907-08,"Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Тихоміровъ,Алексѣй,,1898-99,Moscow,1899-09-01,Moscow,report_hand_verified,"School corrected: the raw institution field on this page reads ""Императорское С.-Петербургское Театральное Училище"" (stale/mislabeled), but this graduate's own tenure_note_text explicitly states ""...въ Московскую балетную труппу"" -- confirmed against the scanned page directly.",graduates_1898-99_p002__e012,linked,1899-00–1907-08,"Matches this graduate's own Report-stated date (1899-09-01) against a BalletArtists person active 1899-00–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1899-09-01, 1904-01-15 -- e.g. a departure and later re-enrollment, not a different person.)"
Вилль,Елизавета,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e001,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Георгіевская,Зинаида,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e002,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Нестеровская,Лидія,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e003,linked,1900-01–1906-07,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1906-07 -- linked on that basis
Григорьевъ,Сергѣй,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e004,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Петровъ,Павелъ,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e005,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Прохорова,Александра,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e006,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Снѣткова,Евгенія,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e007,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Спрышинская,Целина,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e008,linked,1900-01–1902-03,Matches this graduate's own Report-stated date (1900-06-01) against a BalletArtists person active 1900-01–1902-03 -- linked on that basis
Дольстъ,Владиміръ,,1899-00,St. Petersburg,1900-06-01,St. Petersburg,report_per_row,,graduates_1899-00_p000__e009,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Адамовичъ,Екатерина,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e001,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Гостемилова,Александра,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e002,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Грекова,Евгенія,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e003,linked,1900-01–1902-03,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1902-03), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Егорова,Ольга,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e004,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Иванова,Надежда,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e005,linked,1900-01–1902-03,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1902-03), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Крутицкая,Надежда,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e006,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Крочевская,Владислава,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e007,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Новикова,Екатерина,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e008,linked,1900-01–1907-08,"Two same-named people are on record in BalletArtists: one patronymic ""Александровна"" starting 1892-09-01 -- 8 years before this graduate's own 1899-00 graduation, chronologically impossible for her -- and one patronymic ""Дмитріевна"" starting 1900-09-01, matching this graduate's graduation year. Only the second is possible; linked to her on that basis."
Поржицкая,Бронислава,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e009,linked,1900-01–1905-06,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1905-06), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Сидорова,Наталья,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e010,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Тарасенко,Валентина,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e011,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Турчанинова,Марія,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e012,linked,1900-01–1902-03,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1902-03), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
Чумакова,Александра,,1899-00,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1899-00_p001__e013,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Ѳедорова,Ольга,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e014,linked,1900-01–1905-06,"Multiple same-named people are on record in BalletArtists: one patronymic ""Николаевна"" starting 1876-08-12 -- 23 years before this graduate's 1899-00 graduation, chronologically impossible -- and one patronymic ""Васильевна"" starting 1900-09-01, matching this graduate's graduation year. Only the second is possible; linked to her on that basis."
Блохинъ,Иванъ,,1899-00,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1900-09-01.,graduates_1899-00_p001__e015,linked,1900-01–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1900-09-01, active 1900-01–1907-08), plausibly close to this graduate's 1899-00 graduation -- linked at moderate confidence."
